;game_name;review_text;hours_played;rating;found_helpful;product_count;review_date;review_length
455;Titanfall® 2; One of the best stories i have seen in a game with a very fun multiplayer 10/10;6.0;1.0;1.0;165.0;13 May, 2022;81
456;Titanfall® 2; You might think from the outside looking in that this game has a cult following  Play it;44.5;1.0;1.0;97.0;12 May, 2022;92
457;Titanfall® 2; one of the best shooter game i had ever played;17.7;1.0;1.0;4.0;12 May, 2022;47
458;Titanfall® 2; need north star client to play as respawn abandoned this game and its become unplayable youll last 5 seconds before a server lags out;0.7;0.0;3.0;24.0;12 May, 2022;138
459;Titanfall® 2; Top 10 games ever created;41.8;1.0;1.0;153.0;14 May, 2022;26
460;Titanfall® 2; How did I miss this gem for all these years The FPS component is solid but add onto that satisfying mecha gameplay incredible so far;10.7;1.0;1.0;155.0;13 May, 2022;136
461;Titanfall® 2; BT 7274 is best boi jack is also cool Spitfire is actually a bad gun so dont use it in multi player If on pc use northstar client for better and hackerless multiplayer;8.9;1.0;1.0;4.0;11 May, 2022;173
462;Titanfall® 2; I just love this game + the story O my god it to good to be true;5.6;1.0;1.0;22.0;11 May, 2022;65
463;Titanfall® 2; drink your milk;7.3;1.0;1.0;166.0;11 May, 2022;16
464;Titanfall® 2; so good;21.4;1.0;1.0;53.0;10 May, 2022;8
465;Titanfall® 2; Honestly great game with wonderful visuals for a 2014 shooter and a mediocre story However the gameplay is where its at I played this after Apex expecting an Apex campaign-like game but holy cow the movement the guns everything is just right I said before the story is mediocre but the setting is not Apex had a great starting ground for a story because Titanfall 2 created the world  Sadly the game came riddled with bugs and glitches and crashed constantly I played the campaign first which took around 5 hours hard mode and it was amazing I tried the multiplayer and was surprised when it could literally never work I took a break and tried to come back and play the campaign again but the game would freeze-frame and never work  Great Gameplay good campaign captivating world but sadly riddled with technical errors not allowing constant playing;7.0;1.0;1.0;25.0;10 May, 2022;876
466;Titanfall® 2; Love the campaign 4 hours of joy;4.8;1.0;1.0;23.0;10 May, 2022;34
467;Titanfall® 2; The movement mechanic on this game is so smooth Really enjoyed it;2.6;1.0;1.0;7.0;10 May, 2022;68
468;Titanfall® 2; sever down sad get northstar very happy i forgor my account   11/10 not a waste of time unless youre like me with 1496 home work due tomorrow;164.8;1.0;1.0;14.0;10 May, 2022;147
469;Titanfall® 2; single player campaign is amazing this is also one of the first first person shooters that I have ever played and its very good the tutorial in the beginning is not too simple and it is easy to get into the flow of the game it is also very fun worth the money I havent finished the campaign yet but I stand by my words;14.4;1.0;1.0;19.0;10 May, 2022;329
470;Titanfall® 2; Product received for free  big robot go brrrrrrrrrrrrrrr;5.7;1.0;3.0;45.0;13 May, 2022;57
471;Titanfall® 2; this game isa gud trhsut me;20.8;1.0;0.0;8.0;14 May, 2022;28
472;Titanfall® 2; I cried when Bravo-Tango-Seven-Two-Seven-Four died  I long to be deep inside a robot again;8.0;1.0;2.0;426.0;13 May, 2022;93
473;Titanfall® 2; I go pew pew with volt then get inappropriately touched by a titan 10/10 would get touched again;18.6;1.0;0.0;44.0;10 May, 2022;97
474;Titanfall® 2; If you are looking to get this game its absolutely worth it but just dont pay full price wait for a sale;6.5;1.0;0.0;36.0;10 May, 2022;108
475;Titanfall® 2; i use to have it on ps4 but the thing broke a year later buying it back on pc just shows how much i loved the game and BT;8.7;1.0;0.0;52.0;13 May, 2022;125
477;Titanfall® 2;You would still have to download the EA launcher and then start the download from EA launcher  This is BS and I hope EA gets shutdown Forver;116.6;0.0;0.0;548.0;08 May, 2022;143
478;Titanfall® 2;Im gay for BT-7274;56.3;1.0;0.0;69.0;07 May, 2022;19
479;Titanfall® 2; kill;5.3;1.0;0.0;75.0;13 May, 2022;5
480;Titanfall® 2; broken;20.3;0.0;0.0;138.0;11 May, 2022;7
481;Titanfall® 2; it wont work  just wont work i can play at 720 p low accorsing to google and yt but i cant even open the game but sure looks fun tho;0.1;0.0;1.0;56.0;13 May, 2022;146
483;Titanfall® 2;i played this a bit it kinda copyed apex;0.6;0.0;1.0;3.0;09 May, 2022;40
484;Titanfall® 2; I thought I was supposed to be playing titanfall not cod;1.1;0.0;1.0;401.0;13 May, 2022;57
485;Titanfall® 2; Big robots go boom boom What else do you need;0.2;1.0;0.0;585.0;14 May, 2022;48
486;Titanfall® 2; Online is weird but the campaign is insane;5.6;1.0;0.0;2.0;14 May, 2022;43
487;Titanfall® 2; game good would reccomend;23.2;1.0;0.0;44.0;14 May, 2022;27
488;Titanfall® 2; Product received for free  Best single player shooter Ive played BT best Titan <3;7.3;1.0;0.0;45.0;14 May, 2022;84
489;Titanfall® 2; I love this game a lot just needs server fixes;103.7;1.0;0.0;10.0;14 May, 2022;48
490;Titanfall® 2; 2022 - Game still active and fun as hell  Had it back inte the day on my EA-pass whatever it was called but not decided to buy it here on Steam now to play it again  Great fun Super fast and responsive gameplay;4.3;1.0;0.0;219.0;14 May, 2022;215
491;Titanfall® 2; Amazing game for story mode but can not be able to play multiplayer it will always disconnect for some reason;4.5;1.0;0.0;20.0;14 May, 2022;111
492;Titanfall® 2; Big robot go BRRrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrtrrrrrrrrrrrrrrrrrrr;24.5;1.0;0.0;34.0;14 May, 2022;76
493;Titanfall® 2; Great game for those who like FPS and Mechs perfect bland of MEchs battle and FPS;14.6;1.0;0.0;20.0;14 May, 2022;83
494;Titanfall® 2; robet;11.9;1.0;1.0;27.0;14 May, 2022;7
496;Titanfall® 2; totally recommend its the best movement shooter Ive ever played Like for real Its close tie with Dishonored tho but Dishonored isnt movement-oriented so;64.0;1.0;0.0;18.0;14 May, 2022;164
498;Titanfall® 2; amazing game definitely recommended for those that want to play a good campaign the multiplayer is an option as well  manly tears have been shed at the end of the campaign;6.2;1.0;0.0;89.0;14 May, 2022;176
500;Titanfall® 2; very good game;4.8;1.0;0.0;2.0;14 May, 2022;15
501;Titanfall® 2; fun fun;4.5;1.0;0.0;28.0;14 May, 2022;8
502;Titanfall® 2; Definitely;7.2;1.0;0.0;10.0;14 May, 2022;11
503;Titanfall® 2; cool;7.8;1.0;0.0;70.0;14 May, 2022;5
504;Titanfall® 2; yeah;20.7;1.0;0.0;92.0;14 May, 2022;5
505;Titanfall® 2; O H MY GOD;4.6;1.0;0.0;129.0;14 May, 2022;12
506;Titanfall® 2; If you do not like this game we have personal beef;85.0;1.0;0.0;41.0;14 May, 2022;52
507;Titanfall® 2; good;9.3;1.0;0.0;4.0;14 May, 2022;5
509;Titanfall® 2; Product received for free  BT is the only thing that made me smile I have no life left Also Tf3 will come stay strong pilots Also I spent alot more time on xbox but I game back to cry again about my beloved BT;11.9;1.0;1.0;46.0;14 May, 2022;217
510;Titanfall® 2; This game is awesome All I have to say is that BT is a gift to this world To find out what Im talking about play the game Its worth it;3.9;1.0;0.0;47.0;14 May, 2022;142
511;Titanfall® 2; really good game like S tier but it wont launch half the  time lmfao;9.7;1.0;0.0;328.0;14 May, 2022;77
512;Titanfall® 2; BT my beloved;7.7;1.0;0.0;11.0;14 May, 2022;14
513;Titanfall® 2; One of my favoirte campaing shooter games you should buy this is my first tf game;12.0;1.0;0.0;12.0;14 May, 2022;84
514;Titanfall® 2; nekopara catboy paradise/certified lover boy good;8.9;1.0;0.0;12.0;14 May, 2022;52
515;Titanfall® 2; Protocol 3;9.3;1.0;0.0;8.0;14 May, 2022;11
516;Titanfall® 2; GREAT GAME;10.2;1.0;1.0;5.0;14 May, 2022;11
517;Titanfall® 2; this game makes me so sad Its way too good to be in the state its in right now either way its worth getting for the campaign alone;76.6;1.0;0.0;114.0;14 May, 2022;135
518;Titanfall® 2; Best Game;6.0;1.0;0.0;14.0;13 May, 2022;10
519;Titanfall® 2; One of the EA games that are actually good graphics are amazing movement is smooth and the story is pretty cool as well Ive played Apex Legends and although that is a great game I think Titanfall 2 is a lot better worth the price I got this on sale for 3184HKD but I would definitely still buy it at full price 199HKD If only EA put as much resources and work as this game into Madden NFL 22;5.4;1.0;0.0;23.0;14 May, 2022;408
520;Titanfall® 2; GOOD GAME make it longer but good game;7.1;1.0;0.0;16.0;13 May, 2022;40
522;Titanfall® 2; get northstar client and then enjoy;30.5;1.0;0.0;14.0;13 May, 2022;36
523;Titanfall® 2; GOOOOOOOOOOOOOOOOOOOOOOOOOOOOD ;67.9;1.0;0.0;17.0;13 May, 2022;36
524;Titanfall® 2; Nice Game;2.4;1.0;0.0;5.0;13 May, 2022;10
525;Titanfall® 2; Sehr gut;20.3;1.0;0.0;72.0;13 May, 2022;9
526;Titanfall® 2; Yes get titanfall 2 northstar client;6.8;1.0;0.0;155.0;13 May, 2022;38
528;Titanfall® 2; Used to play this almost everyday back on PS4 now that I got it on PC im a bit disappointed The Campaign somehow feels shorter than I remember Maybe because I used to suck at the campaign I breezed through the game on hard mode and the multiplayer is quite literally unplayable I used to just play Frontier Defense all the time on my PS4 but it seems that I cannot do the same on my PC the Frontier Defense has terrible cue times even worse than League of Legends on mobile Its still a fun game but I wouldnt recommend buying it full price do what I did and wait for a sale and buy it when the sale drops;5.7;1.0;0.0;31.0;13 May, 2022;620
529;Titanfall® 2; W campaign still good ever since it was first released Multiplayer is amazing although u might have some problems using multiplayer at first u can always just search up some easy fixes to use this feature 10/10 game play it when u can;23.5;1.0;0.0;7.0;13 May, 2022;241
530;Titanfall® 2; titanfall 2 is a great game but their multiplayer server are geting dox a lot that is bad rn am useing notherstar to play multiplayer there story is really good i recommend playing it;11.6;1.0;0.0;60.0;13 May, 2022;188
531;Titanfall® 2; Even when the hack occured campain remains one of my favourite ones in any game i have ever played;4.7;1.0;0.0;10.0;13 May, 2022;100
532;Titanfall® 2; good game;7.1;1.0;0.0;13.0;13 May, 2022;10
533;Titanfall® 2; amazing;5.8;1.0;0.0;4.0;13 May, 2022;9
534;Titanfall® 2; I suck at this game;12.2;1.0;0.0;175.0;12 May, 2022;20
535;Titanfall® 2; Very good;41.1;1.0;0.0;151.0;12 May, 2022;10
536;Titanfall® 2; Like a superhero and their alter ego Origin and EA cannot be open at the same time;32.8;1.0;0.0;130.0;12 May, 2022;85
537;Titanfall® 2; good;3.7;1.0;0.0;98.0;12 May, 2022;5
538;Titanfall® 2; this game goes bob mode ong;14.4;1.0;0.0;37.0;12 May, 2022;28
539;Titanfall® 2; This game is the absolute best fast paced action shooter that youve always wanted Move over Call of Duty and Battlefield this is by far a better game Like being able to operate heavy vehicles like in Battlefield Well just wait till you suit up in a Titan Love the intense action of Call of Duty The mobility and gunplay of Titanfall has it beat The movement system in Titanfall 2 is and Im not exaggerating here the absolute best in any game ever I would say that Warframe is a close second The single player is amazing as well There is a part of the game trying not to spoil much here where you gain a mechanic similar to Portal that is so so so so far ahead of its time  Its a shame that it doesnt have the support that it should from the parent company but with the Northstar client you will be able to enjoy endless hours of gameplay  Highly Highly recommend;186.5;1.0;0.0;58.0;12 May, 2022;890
540;Titanfall® 2; God tier;78.4;1.0;0.0;51.0;11 May, 2022;9
541;Titanfall® 2; cool;20.1;1.0;0.0;2.0;11 May, 2022;5
542;Titanfall® 2; One of the best shooters Ive ever played Recommend for fans of futuristic sci-fi flavored shooters Pretty innovative stuff in the time-switching level and the mech combat is icing on the cake;10.3;1.0;0.0;67.0;11 May, 2022;196
543;Titanfall® 2; Gamee FPS NIce GOODD;16.6;1.0;0.0;7.0;11 May, 2022;21
544;Titanfall® 2; Enjoyed the singleplayer havent played multiplayer yet 8/10 would bang;3.1;1.0;0.0;13.0;11 May, 2022;74
545;Titanfall® 2; Still the best Server issues still come up every now and again but when they do Northstar works as an alternative;16.9;1.0;0.0;212.0;11 May, 2022;117
546;Titanfall® 2; pretty fun story mode;6.9;1.0;0.0;24.0;10 May, 2022;22
547;Titanfall® 2; fast paced best fps ever the mechanics are just too good;10.4;1.0;0.0;22.0;10 May, 2022;59
